url,keywords
https://www.imdb.com/title/tt0060196/,"shootout, spaghetti western, civil war, third in trilogy, man with no name, italo western, outlaw, part of trilogy, wild west, dollars trilogy, moral ambiguity, hitman, famous opening theme, cowboy, third part, sequel, sequel to cult favorite, mexico, cult film, gold, extreme close up, close up of eyes, deception, greed, loner, drifter, gun violence, grave digging, explosion, small town, anti hero, dubbing, dubbed dialogue, american civil war, desert, showdown, bandit, new mexico territory, warrior, cult director, famous score, revolver, pistol, assassin, texas, marauder, western hero, cult western, cult classic, epic, duster, arizona desert, prequel and sequel, prequel, very little dialogue, cemetery, long range rifle, one armed gunfighter, one armed soldier, one armed man, soldier, mustache, held at gunpoint, double cross, attempted murder, violence, brutality, gunslinger, gun store, priest, torture, shot to death, shot through a pillow, winchester rifle, illiteracy, one against many, thrown from a train, contract murderer, buried gold, bounty hunter, wanted poster, hustle, mexican bandit, stolen gold, public hanging, military cemetery, hidden in a grave, beaten for information, man beating a woman, revenge, colt revolver, artillery fire, hanged to death, pow camp, dying confession, monastery, forced partnership, chained, train journey, blowing up a bridge"
https://www.imdb.com/title/tt0099685/,"gangster, mafia, organized crime, rise and fall, mob violence, mob hit, extramarital affair, long take, mobster, police raid, true crime, mentor, drug trafficking, 1960s, 1980s, robbery, cocaine, murder, in medias res, brutality, adultery, psychopath, bar fight, informer, new york city, interfaith marriage, fake commercial, domestic violence, corpse, drug dealing, prison, drugs, paranoia, betrayal, death of friend, fellatio, 1970s, firearm pointed at the camera, dolly zoom, irish american, freeze frame, helicopter, italian american, nightclub, heist, crime boss, interrogation, marriage, barbecue, garbage truck, racketeering, sociopath, womanizer, fbi agent, shower, american mafia, gangster crime, national film registry, narration, addiction, juvenile delinquency, vandalism, double cross, meat truck, airport, told in flashback, sexual harassment, brooklyn new york city, frozen corpse, trial, stood up, stabbing, shallow grave, racial slur, police surveillance, police corruption, phone booth, mother daughter relationship, father son relationship, extortion, breaking the fourth wall, contraband, witness protection, based on book, child abuse, cigar smoking, pittsburgh pennsylvania, queens new york city, person in a car trunk, 1950s, jewish wedding, multiple narrators, cigarette smoking, wedding, toupee, jewish, friendship, double date, diner, bar"
https://www.imdb.com/title/tt0133093/,"artificial reality, simulated reality, dystopia, post apocalypse, artificial intelligence, martial arts, man versus machine, false reality, tech noir, bullet time, cyberpunk, matrix, pill, hacker, virtual reality, rebellion, virtual reality simulation, slow motion scene, code, prophecy, chosen one, dark future, virtual world, government agent, bullet dodging, cyberspace, title spoken by character, existentialism, programmer, trenchcoat, hero, rescue, exploding helicopter, altered version of studio logo, blockbuster, robot, oracle, time freeze, one against many, neo noir, future noir, 2190s, computer program, two directors, human as resource, stylized violence, sunglasses, brain in a vat, allegory of the cave, revolution, kung fu, spoon, mentor, parallel world, sentinel, human versus computer, deja vu, shootout, gun fu, philosophy, computer, christ allegory, messiah, destiny, 22nd century, good versus evil, surrealism, office, rooftop, resistance, resistance fighter, kidnapping, fight, double cross, jumping from a rooftop, african american, trapped in virtual reality, death in virtual reality kills for real, unlikely hero, leather pants, national film registry, stasis pod, alternate reality, mutism, two word title, reversal of power, facing reality, collectivism, alternative energy, freedom fighter, war against machines, combat, mexican standoff, fistfight, action hero, wearing sunglasses indoors, helicopter crash, jumping between buildings, dream sequence, police officer"
https://www.imdb.com/title/tt0073486/,"nurse, mental illness, native american, electroshock therapy, anti hero, small town, psychiatric examination, group therapy, lobotomy, based on novel, ambiguous title, psychiatric nurse, human rights, boat theft, fishing, restraint, electroconvulsive therapy, 1960s, stuttering, female nudity, sexuality, independent film, abuse of power, psychological drama, national film registry, board game, mute, korean war veteran, euthanasia, depression, emotional abuse, pillow, deafness, card playing, psychiatric commitment, world series, smothering, anti authority, television set, humiliation, neck brace, breaking a window, hydrotherapy, voluntary commitment, orderly, wager, insanity, psychiatric hospital, oregon, convict, schizophrenia, monopoly the board game, drunkenness, doctor, compassion, voting, strangulation, medication, individuality, fishing boat, fake illness, escaped psychiatric patient, deaf mute, bus, brawl, epilepsy, mental retardation, psychiatry, psychiatric patient, patient rights, suicide, death of friend, panties, male nudity, basketball, bird in title, punctuation in title, racial slur, wheelchair, chewing gum, bus theft, attempted murder, apostrophe in title, afi, medical drama, inmates running the asylum, female antagonist, cruelty, dramedy drama, pleading insanity, degradation, implied sex, mental health, shock therapy, six word title, title same as book, christmas, sadism, american film directed by a czech director, american film directed by an european director"
https://www.imdb.com/title/tt0080684/,"famous twist, part of trilogy, rescue, cave, darth vader character, famous score, duel, outer space, good versus evil, luke skywalker character, alien, opening crawl, blockbuster, sequel, training, swamp, asteroid field, rebel base, space battle, bounty hunter, telekinesis, star wars, mentor, princess leia organa character, han solo character, c 3po character, yoda character, chewbacca character, epic, orchestral music score, princess, escape, battle, space travel, asteroid, robot, snow, rebellion, spacecraft, knocked unconscious, creature, pilot, hanging upside down, ghost, premonition, swamp planet, friendship, air shaft, search party, obi wan kenobi character, r2 d2 character, science fantasy, shared universe, hero, heroine, cliffhanger ending, no opening credits, prosthetic hand, villain's secret revealed, national film registry, space opera sci fi, space adventure, space sci fi, epic sci fi, ice planet, swashbuckler, quest, quest adventure, epic fantasy, dark fantasy, arctic warfare, knight, cryonics, space officer, planet, space captain, swordfight, hospital ship, ancient, armored warfare, galaxy, space fleet, carcass, bad guy wins, reward, futuristic city, limb cut off, alien environment, alien planet, teacher, deception, claw, student, medical treatment, physical attraction, hooded figure, warrior, practical effects, tough guy, falling in love"
https://www.imdb.com/title/tt0102926/,"serial killer, psychopath, cannibal, mind game, skinning, moth, cannibalism, murder, hose, fbi federal bureau of investigation, brief female frontal nudity, well, psychiatrist, fbi agent, haunted by the past, based on ed gein, wearing human skin, based on novel, human monster, brutality, loss of daughter, famous line, autopsy, severed head, loss of father, suicide, night vision goggles, dog, lotion, basket, crime literature on screen, national film registry, hannibal lecter character, quantico virginia, quid pro quo, psychological thriller, transgender, fbi academy, police procedural crime, serial killer crime, abduction, escape from prison, fake injury, psychological drama, psychological horror, female full frontal nudity, female rear nudity, fbi trainee, graduation, case file, psychiatric hospital, race against time, tragic past, secret past, flashback, mental illness, severed face, handcuffs, rescue, ambulance, maximum security mental institution, mask, psychology, neo noir, baltimore maryland, elevator, f rated, senator, police officer killed, prison, masturbation, animal in title, gore, maryland, straitjacket, wake, elevator shaft, suspense, basement, virginia, west virginia, couch, obstacle course, courthouse, bahamas, washington d.c., funeral home, sewing, cocoon, drugstore, illinois, music box, memphis tennessee, ohio, tv news, anagram, storage facility, cat, lipstick, adapted into musical"
https://www.imdb.com/title/tt0114369/,"serial killer, detective, murder, murder investigation, severed head, investigation, seven deadly sins, police, corpse, gore, revenge, neo noir, mysterious man, death, pedophile, shootout, psychological torture, police partner, psychopath, mysterious villain, suspense, evil man, mysterious murderer, blood, african american, new york city, city, tied to a bed, decapitation, mutilation, torture, forced suicide, husband wife relationship, surprise ending, human monster, villain, sex offender, good versus evil, psychopathic killer, sadism, police protagonist, lust, sadist, tragedy, police detective, police shootout, prostitute, arrest, killer, autopsy, shot in the head, suicide, writing in blood, living person mistaken for a dead body, victim, self mutilation, interracial relationship, criminal investigation, rape, delivery man, pursuit, police officer, depravity, delusion of grandeur, conversation in a car, philosophical discussion, philosophy, bad guy wins, disfigurement, shot to death, fbi agent, death by overeating, severed hand, insanity, fear, female victim, one word title, rain, pregnancy, obesity, number in title, credits rolling down, john doe, gluttony, beheading, apartment, cartoon on tv, spaghetti, envy, abandoned apartment, chase, foot chase, library, police station, greed, flashlight, brothel, photograph, handcuffs, sadness"
https://www.imdb.com/title/tt0120815/,"world war two, d day, u.s. army, prisoner of war, combat, sniper, omaha beach, 1940s, brutality, nazi occupied france, reconnaissance, army ranger, medic, bell tower, hand grenade, self sacrifice, prayer, dog tag, tank, machine gun, world war two veteran, world war two in europe, survivor's guilt, infantry, dying words, blood splatter, letter, halftrack, nonlinear timeline, mistaken identity, loss of brother, cemetery, character name in title, france, rescue, male bonding, cowardice, battle, courage, reminiscence, jewish, normandy france, general, beach, tinnitus, disorientation, teacher, ruins, loss of son, helmet, hand tremor, church, american flag, exploding tank, war memorial, military officer, ambush, shot in the face, severed arm, bridge, translator, military, epic, death of friend, irony, soldier, three word title, no opening credits, last stand, anti semitism, exploding building, title spoken by character, shot in the head, cow, bandolier, bleeding to death, aerial bombardment, pistol, bayonet, improvised explosive device, fight to the death, fistfight, bangalore torpedo, airplane wreck, secret, map, naivete, explosive, duty, pilot, national film registry, blood, gunshot wound, rifle, rainstorm, search and rescue, war zone, shot in the throat, shot in the neck, vomiting"
https://www.imdb.com/title/tt0120689/,"death row inmate, electric chair, 1930s, prison guard, mouse, death row, prison, accused of murder, good versus evil, urinary tract infection, execution, christian subtext, healing, death penalty, christ allegory, miracle, based on the works of stephen king, based on novel, electrocution, empathy, brutality, eye injury, husband wife relationship, bully, wetting pants, evil, evil man, light, moral dilemma, public execution, resurrection, murder, capital punishment, magical negro stereotype, rape, sexual predator, child molestation, molestation, accused of rape, child abduction, creep, prisoner, child sexual abuse, pedophile, perversity, pervert, color in title, psychopath, sexual child abuse, child abuse, revenge, hillbilly, pedophilia, kidnapping, bloody body of a child, lightning, prison gang, shot in the chest, loss of daughter, psychic, empath, mind reading, mind control, telepathy, surrealism, held at gunpoint, great depression, funeral, deception, betrayal, blood, blood splatter, reporter, scar, tearjerker, handcuffs, written by director, beating, strangulation, magical realism, told in flashback, nonlinear timeline, sociopath, insanity, fire, burned face, interrogation, blackmail, politician, housewife, rainstorm, sex scene, mental retardation, lawyer, father son relationship, mother son relationship, father daughter relationship, mother daughter relationship, sister sister relationship, brother sister relationship"
https://www.imdb.com/title/tt9362722/,"multiverse, spider man character, based on comic, second part, miles morales character, spider woman character, superhero, gwen stacy character, mexican, gender in title, surrealism, based on comic book, sequel, sony spiderverse, cgi animation, heroine, hero, villain, fight, city, computer animation, peter parker character, spider man 2099 character, jessica drew character, supervillain, teenage superhero, masked hero, superheroine, teenage boy, cg animation, superhero action, superhero fantasy, superhero sci fi, battle, 3d animation, african american, shared universe, animal in title, masked superhero, six word title, colon in title, new york city, vulture character, spider, parallel universe, alternate universe, scarlet spider character, hyphen in title, punctuation in title, parallel world, ghost spider character, teen adventure, urban adventure, father son relationship, father daughter relationship, hole, atm machine, split screen, rooftop, invisibility, tyrannosaurus rex, cliffhanger, entering through a window, mother son relationship, cliffhanger ending, police captain, police, guidance counselor, hobie brown character, brooklyn new york city, sketchbook, wrist mounted device, rock band, guggenheim museum manhattan new york city, reference to leonardo da vinci, italian accent, canon, romantic crush, giant lizard, high school prom, modern art sculpture, pregnant woman, reference to air jordans, building collapse, reality glitching out, reference to banksy, rooftop party, pregnancy, coming of age, death of friend, character name in title, psychotronic film, postmodern, maximalism, cat, dinosaur, alternate dimension, african mexican, shot back to back, blockbuster"
https://www.imdb.com/title/tt0317248/,"photographer, slum, gang, brazil, south america, latin america, friendship, favela, male nudity, male frontal nudity, coming of age, hood, southeast brazil, male pubic hair, title directed by female, brief male frontal nudity, coming of age drama, boy, violence, criminal, thug, motel, drug dealer, 1980s, 1970s, 1960s, in medias res, record player, armed robbery, newspaper, narcissism, love, anal sex, psychopath, gun dealer, photojournalism, gun, police, juvenile delinquent, arms dealer, organized crime, shootout, uncle nephew relationship, teenage boy, cult film, gangster, gang violence, crime epic, male virgin, journalism, gang war, brother brother relationship, crime boss, death, rape, police corruption, street gang, child with a gun, murder of a child, actual animal killed, penis, illegal drugs, drug use, drug dealing, marijuana, afro brazilian, male police officer, police officer, god in title, gangster crime, oily skin, sweating, southern hemisphere, title co directed by female, pubic hair, car crashes into a bar, dead child, bare chested man, male full frontal nudity, caper crime, city of god, gas truck, friend, rise and fall, power, gas, blood splatter, three word title, watching tv, television broadcast, disco, kidnapping, handgun, molotov cocktail, virgin, salesclerk, revenge, blood, bus conductor, mercilessness"
https://www.imdb.com/title/tt0245429/,"studio ghibli, turned into a pig, parent child relationship, spirit world, child protagonist, falling from height, real name, human becoming an animal, parallel world, magic, flying, young love, contract, personal growth, witch, greed, river god, 2d animation, spirit, bathhouse, girl, asian dragon, female protagonist, magical realism, little girl, rescue, gluttony, dragon, ghost, sister sister relationship, friendship, rivalry, tears, tunnel, holding breath, asking for a job, overcoming fear, isekai, surrealism, pig, work, 10 year old, car, transformation, crying, diligence, 2000s, husband wife relationship, ghost town, cult film, water, shoe, animal, disembodied head, train, kidnapping, river, dream, multiple arms, telekinesis, frog, identical twins, stink god, baby, gold, ghost train, bad smell, foot chase, foreman, bouquet, dirt road, stained glass window, blowing leaves, exploration, passenger train, falling down stairs, running down stairs, furnace, lighting a cigarette, signing a contract, rain, skull, footbridge, overflowing bathtub, token, gold nugget, dumpling, train ticket, six armed man, jumping into water, island home, lamp post, cottage, spinning wheel, high tea, knitting, amnesia, human nonhuman relationship, strong female lead, strong female character"
https://www.imdb.com/title/tt0076759/,"rebellion, princess, lightsaber, good versus evil, space opera, death star, darth vader character, space station, elevator, weapon of mass destruction, sunset, mind control, obi wan kenobi character, r2 d2 character, luke skywalker character, chewbacca character, opening crawl, princess leia organa character, han solo character, film starts with text, smuggler, desert planet, starfighter, interrogation, helmet, aerial combat, space travel, robot, famous score, alien, galactic empire, binoculars, skeleton, holographic projection, stormtrooper, farmboy, telekinesis, escape, space war, hero, fictional war, spaceport, outer space, wilhelm scream, strangulation, loss of family, escape pod, part of trilogy, space battle, disguise, reluctant hero, death of friend, rescue, desert, millennium falcon, exploding planet, hologram, star wars, automatic doors, c 3po character, shared universe, epic adventure, garbage chute, gun fight, sword, battle, spacecraft, shoot first, landspeeder, laser gun, anti hero, sabotage, self sacrifice, mask, prison, android, saga, trash compactor, galaxy, planet, farm, farmer, hermit, bar, space western, medal, canyon, severed arm, mass murder, orchestral music score, blockbuster, male protagonist, multiple versions, two word title, tractor beam, chase, scavenger, reward, governor, assault"
https://www.imdb.com/title/tt0103064/,"time travel, artificial intelligence, alternate timeline, mother son relationship, cyborg, sequel, future war, post apocalypse, altering history, liquid metal, minigun, terminator, apocalypse, gunshot wound, nightmare, survival, liquid nitrogen, motorcycle, sunglasses, anti hero, atm, desert, playground, video arcade, california, biker gang, car chase, dream sequence, famous line, mushroom cloud, leather jacket, villain turns good, male nudity, chase, african american, war with machines, self sacrifice, elevator, final showdown, grenade launcher, repeat sequel, robot versus robot, electronic music score, famous score, race against time, parking garage, betrayal, fight to the death, dark past, tragic past, pickup truck, impalement, dystopian sci fi, time travel sci fi, los angeles river, artificial intelligence sci fi, second part, single mother, billiards, dysfunctional family, helicopter, part of series, dog, child in jeopardy, sword, skeleton, car theft, axe, blood, earring, goth, escape, fight, hostage, idealism, impersonating a police officer, older actors younger roles, nosebleed, rifle, rescue, shootout, sniper, stabbed in the eye, swimming pool, two way mirror, phone booth, robotics, picking a lock, national film registry, cyberpunk sci fi, 2020s, robot, battle, multiple versions, gas mask, dirt bike, tanker truck, psychiatric hospital, temporal paradox, murder"
https://www.imdb.com/title/tt0038650/,"christmas, guardian angel, small town, angel on earth, angel, bank, family relationships, second chance, great depression, rescue from drowning, loss of father, squirrel, singing, banker, pharmacy, sideways time travel, charleston dance, river, christmas carol, financial problem, building and loan, freeze frame, miser, foreclosure, moving floor, abandoned house, celebration, pharmacist, delivery boy, sacrifice, bank deposit, falling into water, christmas tree, bartender, throwing a stone at a window, rainstorm, alienation, new york, christmas eve, heaven, prayer, depression, telegram, world war two, father daughter relationship, mother daughter relationship, father son relationship, mother son relationship, absent mindedness, wish fulfillment, stroke, bridge, renovation, job interview, newlywed, marriage, police officer, bell, war hero, librarian, taxi driver, drugstore, bathrobe, financier, loss of son, common cold, generosity, drunkenness, dance contest, bar, board meeting, swimming pool, lost money, cemetery, despair, boarding house, flower, taxi, populism, poison, sick child, falling through ice, handshake, pregnancy, suitcase, wheelchair, financial panic, partial deafness, wedding night, frustration, cash register, 1910s, americana, national film registry, suicidal, told in flashback, fundraising, property auction, prejudice, happy ending"
https://www.imdb.com/title/tt15239678/,"desert, desert planet, based on novel, dune, space opera, science fantasy, epic sci fi, exploration, creature, space western, vision of the future, holy war, based on book, part two, sequel, monster, epic, fictional war, tribe, alien, set up for a sequel, anti gravitational device, sand, coming of age, second part, fight, good versus evil, soldier, pregnant woman, planet, galaxy, power, laser, pilot, laser gun, sign language, battle, violence, spaceship, emperor, knife fight, throne, sandstorm, sandworm, desert adventure, psychotic, blood, stabbed to death, spice, women seduce a man, smoking, princess, tactics, tattoo, man floating in the air, superstition, false prophecy, poison, raid, bloodline, ambush, duel, messiah, leader, consent to marry, fetus, threaten, spy, unconscious, breeding program, kneeling, foresight, stabbed, strong female character, telepathy, mother, male protagonist, bare chested male, religious allegory, mother son relationship, giant worm, implied sex, christ allegory, revenge, supernatural power, crying, talking after sex, epic drama, epic film, strong male lead, female crying, young man, revenge for father's death, pregnancy, sociopathy, fight to death, ambitious man, ambition, worship, monochromatic color"
