Name,url,keywords
One Flew Over the Cuckoo's Nest,https://www.imdb.com/title/tt0073486/,"nurse, mental illness, native american, electroshock therapy, anti hero, small town, psychiatric examination, group therapy, lobotomy, based on novel, ambiguous title, psychiatric nurse, human rights, boat theft, fishing, restraint, electroconvulsive therapy, 1960s, stuttering, female nudity, sexuality, independent film, abuse of power, psychological drama, national film registry, board game, mute, korean war veteran, euthanasia, depression, emotional abuse, pillow, deafness, card playing, psychiatric commitment, world series, smothering, anti authority, television set, humiliation, neck brace, breaking a window, hydrotherapy, voluntary commitment, orderly, wager, insanity, psychiatric hospital, oregon, convict, schizophrenia, monopoly the board game, drunkenness, doctor, compassion, voting, strangulation, medication, individuality, fishing boat, fake illness, escaped psychiatric patient, deaf mute, bus, brawl, epilepsy, mental retardation, psychiatry, psychiatric patient, patient rights, suicide, death of friend, panties, male nudity, basketball, bird in title, punctuation in title, racial slur, wheelchair, chewing gum, bus theft, attempted murder, apostrophe in title, afi, medical drama, inmates running the asylum, female antagonist, cruelty, dramedy drama, pleading insanity, degradation, implied sex, mental health, shock therapy, six word title, title same as book, christmas, sadism, american film directed by a czech director, american film directed by an european director"
Star Wars: Episode V - The Empire Strikes Back,https://www.imdb.com/title/tt0080684/,"famous twist, part of trilogy, rescue, cave, darth vader character, famous score, duel, outer space, good versus evil, luke skywalker character, alien, opening crawl, blockbuster, sequel, training, swamp, asteroid field, rebel base, space battle, bounty hunter, telekinesis, star wars, mentor, princess leia organa character, han solo character, c 3po character, yoda character, chewbacca character, epic, orchestral music score, princess, escape, battle, space travel, asteroid, robot, snow, rebellion, spacecraft, knocked unconscious, creature, pilot, hanging upside down, ghost, premonition, swamp planet, friendship, air shaft, search party, obi wan kenobi character, r2 d2 character, science fantasy, shared universe, hero, heroine, cliffhanger ending, no opening credits, prosthetic hand, villain's secret revealed, national film registry, space opera sci fi, space adventure, space sci fi, epic sci fi, ice planet, swashbuckler, quest, quest adventure, epic fantasy, dark fantasy, arctic warfare, knight, cryonics, space officer, planet, space captain, swordfight, hospital ship, ancient, armored warfare, galaxy, space fleet, carcass, bad guy wins, reward, futuristic city, limb cut off, alien environment, alien planet, teacher, deception, claw, student, medical treatment, physical attraction, hooded figure, warrior, practical effects, tough guy, falling in love"
The Silence of the Lambs,https://www.imdb.com/title/tt0102926/,"serial killer, psychopath, cannibal, mind game, skinning, moth, cannibalism, murder, hose, fbi federal bureau of investigation, brief female frontal nudity, well, psychiatrist, fbi agent, haunted by the past, based on ed gein, wearing human skin, based on novel, human monster, brutality, loss of daughter, famous line, autopsy, severed head, loss of father, suicide, night vision goggles, dog, lotion, basket, crime literature on screen, national film registry, hannibal lecter character, quantico virginia, quid pro quo, psychological thriller, transgender, fbi academy, police procedural crime, serial killer crime, abduction, escape from prison, fake injury, psychological drama, psychological horror, female full frontal nudity, female rear nudity, fbi trainee, graduation, case file, psychiatric hospital, race against time, tragic past, secret past, flashback, mental illness, severed face, handcuffs, rescue, ambulance, maximum security mental institution, mask, psychology, neo noir, baltimore maryland, elevator, f rated, senator, police officer killed, prison, masturbation, animal in title, gore, maryland, straitjacket, wake, elevator shaft, suspense, basement, virginia, west virginia, couch, obstacle course, courthouse, bahamas, washington d.c., funeral home, sewing, cocoon, drugstore, illinois, music box, memphis tennessee, ohio, tv news, anagram, storage facility, cat, lipstick, adapted into musical"
Spider-Man: Across the Spider-Verse,https://www.imdb.com/title/tt9362722/,"multiverse, spider man character, based on comic, second part, miles morales character, spider woman character, superhero, gwen stacy character, mexican, gender in title, surrealism, based on comic book, sequel, sony spiderverse, cgi animation, heroine, hero, villain, fight, city, computer animation, peter parker character, spider man 2099 character, jessica drew character, supervillain, teenage superhero, masked hero, superheroine, teenage boy, cg animation, superhero action, superhero fantasy, superhero sci fi, battle, 3d animation, african american, shared universe, animal in title, masked superhero, six word title, colon in title, new york city, vulture character, spider, parallel universe, alternate universe, scarlet spider character, hyphen in title, punctuation in title, parallel world, ghost spider character, teen adventure, urban adventure, father son relationship, father daughter relationship, hole, atm machine, split screen, rooftop, invisibility, tyrannosaurus rex, cliffhanger, entering through a window, mother son relationship, cliffhanger ending, police captain, police, guidance counselor, hobie brown character, brooklyn new york city, sketchbook, wrist mounted device, rock band, guggenheim museum manhattan new york city, reference to leonardo da vinci, italian accent, canon, romantic crush, giant lizard, high school prom, modern art sculpture, pregnant woman, reference to air jordans, building collapse, reality glitching out, reference to banksy, rooftop party, pregnancy, coming of age, death of friend, character name in title, psychotronic film, postmodern, maximalism, cat, dinosaur, alternate dimension, african mexican, shot back to back, blockbuster"
Star Wars: Episode IV - A New Hope,https://www.imdb.com/title/tt0076759/,"rebellion, princess, lightsaber, good versus evil, space opera, death star, darth vader character, space station, elevator, weapon of mass destruction, sunset, mind control, obi wan kenobi character, r2 d2 character, luke skywalker character, chewbacca character, opening crawl, princess leia organa character, han solo character, film starts with text, smuggler, desert planet, starfighter, interrogation, helmet, aerial combat, space travel, robot, famous score, alien, galactic empire, binoculars, skeleton, holographic projection, stormtrooper, farmboy, telekinesis, escape, space war, hero, fictional war, spaceport, outer space, wilhelm scream, strangulation, loss of family, escape pod, part of trilogy, space battle, disguise, reluctant hero, death of friend, rescue, desert, millennium falcon, exploding planet, hologram, star wars, automatic doors, c 3po character, shared universe, epic adventure, garbage chute, gun fight, sword, battle, spacecraft, shoot first, landspeeder, laser gun, anti hero, sabotage, self sacrifice, mask, prison, android, saga, trash compactor, galaxy, planet, farm, farmer, hermit, bar, space western, medal, canyon, severed arm, mass murder, orchestral music score, blockbuster, male protagonist, multiple versions, two word title, tractor beam, chase, scavenger, reward, governor, assault"
Terminator 2: Judgment Day,https://www.imdb.com/title/tt0103064/,"time travel, artificial intelligence, alternate timeline, mother son relationship, cyborg, sequel, future war, post apocalypse, altering history, liquid metal, minigun, terminator, apocalypse, gunshot wound, nightmare, survival, liquid nitrogen, motorcycle, sunglasses, anti hero, atm, desert, playground, video arcade, california, biker gang, car chase, dream sequence, famous line, mushroom cloud, leather jacket, villain turns good, male nudity, chase, african american, war with machines, self sacrifice, elevator, final showdown, grenade launcher, repeat sequel, robot versus robot, electronic music score, famous score, race against time, parking garage, betrayal, fight to the death, dark past, tragic past, pickup truck, impalement, dystopian sci fi, time travel sci fi, los angeles river, artificial intelligence sci fi, second part, single mother, billiards, dysfunctional family, helicopter, part of series, dog, child in jeopardy, sword, skeleton, car theft, axe, blood, earring, goth, escape, fight, hostage, idealism, impersonating a police officer, older actors younger roles, nosebleed, rifle, rescue, shootout, sniper, stabbed in the eye, swimming pool, two way mirror, phone booth, robotics, picking a lock, national film registry, cyberpunk sci fi, 2020s, robot, battle, multiple versions, gas mask, dirt bike, tanker truck, psychiatric hospital, temporal paradox, murder"
It's a Wonderful Life,https://www.imdb.com/title/tt0038650/,"christmas, guardian angel, small town, angel on earth, angel, bank, family relationships, second chance, great depression, rescue from drowning, loss of father, squirrel, singing, banker, pharmacy, sideways time travel, charleston dance, river, christmas carol, financial problem, building and loan, freeze frame, miser, foreclosure, moving floor, abandoned house, celebration, pharmacist, delivery boy, sacrifice, bank deposit, falling into water, christmas tree, bartender, throwing a stone at a window, rainstorm, alienation, new york, christmas eve, heaven, prayer, depression, telegram, world war two, father daughter relationship, mother daughter relationship, father son relationship, mother son relationship, absent mindedness, wish fulfillment, stroke, bridge, renovation, job interview, newlywed, marriage, police officer, bell, war hero, librarian, taxi driver, drugstore, bathrobe, financier, loss of son, common cold, generosity, drunkenness, dance contest, bar, board meeting, swimming pool, lost money, cemetery, despair, boarding house, flower, taxi, populism, poison, sick child, falling through ice, handshake, pregnancy, suitcase, wheelchair, financial panic, partial deafness, wedding night, frustration, cash register, 1910s, americana, national film registry, suicidal, told in flashback, fundraising, property auction, prejudice, happy ending"
Gladiator,https://www.imdb.com/title/tt0172495/,"roman empire, gladiator, slavery, combat, battlefield, mother son relationship, arena, blood, crucifixion, betrayal, father daughter relationship, fantasy sequence, gladiatorial games, commodus, ancient rome, 2nd century, father withholds love from his son, historical fiction, emperor, caesar, depravity, debauchery, cruelty, bastard, incest, brutality, gladiatorial combat, blood splatter, sexual tension, spear, death of cast member, family betrayal, barbarian, torso cut in half, warrior, tragic hero, jealousy, stabbed in the throat, stabbed in the leg, stabbed in the back, afterlife, suffocation, patricide, loss of wife, loss of son, murder of a child, chariot, catapult, botched execution, arrest, archery, animal attack, incestuous desire, hanging, brother sister relationship, battle, decapitation, corruption, headless horseman, dismemberment, blockbuster, altered version of studio logo, star died before release, revenge, banner, street market, family relationships, caravan, rape, bust sculpture, underdog, axe, opening action scene, star died during filming, famous score, dream sequence, crotch grab, scene based on painting, skip motion, key ring, hero, heroine, bread and circuses, assassination, bloodthirst, villain, time lapse photography, famous song, epic, famous speech, centurion, self injury, marcus aurelius character, peplum, animal cruelty, emotional abuse, contemporary references, cowardice, flashback, tyranny"
Dune: Part Two,https://www.imdb.com/title/tt15239678/,"desert, desert planet, based on novel, dune, space opera, science fantasy, epic sci fi, exploration, creature, space western, vision of the future, holy war, based on book, part two, sequel, monster, epic, fictional war, tribe, alien, set up for a sequel, anti gravitational device, sand, coming of age, second part, fight, good versus evil, soldier, pregnant woman, planet, galaxy, power, laser, pilot, laser gun, sign language, battle, violence, spaceship, emperor, knife fight, throne, sandstorm, sandworm, desert adventure, psychotic, blood, stabbed to death, spice, women seduce a man, smoking, princess, tactics, tattoo, man floating in the air, superstition, false prophecy, poison, raid, bloodline, ambush, duel, messiah, leader, consent to marry, fetus, threaten, spy, unconscious, breeding program, kneeling, foresight, stabbed, strong female character, telepathy, mother, male protagonist, bare chested male, religious allegory, mother son relationship, giant worm, implied sex, christ allegory, revenge, supernatural power, crying, talking after sex, epic drama, epic film, strong male lead, female crying, young man, revenge for father's death, pregnancy, sociopathy, fight to death, ambitious man, ambition, worship, monochromatic color"
Alien,https://www.imdb.com/title/tt0078748/,"alien, outer space, survival horror, monster, space travel, minimal cast, android, survival, first of series, sole survivor, xenomorph, computer, cat, ellen ripley character, 22nd century, gore, alien egg, acid, alien monster, claustrophobic setting, one word title, creature feature, blood, spacesuit, title spoken by character, alien parasite, flamethrower, technology, spacecraft, escape, human body as an alien host, trapped in space, egg, first part, exploding spaceship, airlock, monster movie, vomiting, cat and mouse, monster horror, 2120s, human versus alien, alien contact, science officer, techne, android pretends to be human, planet, infirmary, partial nudity, quarantine, blockbuster, single set production, space exploration, space mariner, cargo spaceship, incubation, alone against the odds, alien reproduction, alien intrusion, sole black character dies cliche, reverse footage, cryogenics, strobe light, megacorporation, dystopian future, blood splatter, vacuum, stasis, cryonics, airshaft, slime, decapitation, cattle prod, orchestral music score, human versus android, space sci fi, mist, coma, pen, distrust, artificial gravity, bursting out of chest, air duct, secret orders, final girl, national film registry, female nudity, space survival, cosmic horror, burial in outer space, american, hatching, mechanic, underwear, molting, space mining, distress signal, medical scan, space captain, death of friend"
Parasite,https://www.imdb.com/title/tt6751668/,"class differences, plot twist, fraud, social satire, scam, house, housekeeper, fake identity, wealth, rich family, class struggle, murder, chauffeur, morse code, birthday, tutor, poor family, maid, rain, driver, heavy rain, basement, south korea, peach, poverty, sex scene, wifi, toilet, forgery, english lesson, husband wife relationship, allergy, camping, bunker, hiding under a table, flood, stabbing, secret door, cellar hideout, secret cellar, flooded city, teenage girl, flooded apartment, social class, rich snob, walkie talkie, slum, child's painting, reference to kim jong un, breast fondling, one word title, dog, family relationships, public urination, human eats dog food, thunderstorm, blood, hiding, hiding under a bed, tent, birthday party, police, pizza box, reading someone else's diary, locked in a cellar, stabbed to death, skewer, bug, concussion, villa, garden, flooded road, tomahawk, axe, big knife, personal tutor, false credentials, teenager, secret underground bunker, hiding in the basement, peach allergy, head injury, hired help, loss of father, killing a witness, lucky rock, mistaken for a ghost, grifting family, getting someone fired, american indian costume, joblessness, food, art therapy, video surveillance, toy teepee, toy bow and arrow, security system, camping trip, looking out a window, falling down stairs"
The Prestige,https://www.imdb.com/title/tt0482571/,"illusion, magician, rivalry, magic, death by drowning, double, performer, obsession, tesla coil, death, dead bird, boy, jail cell, friend, audience, finger cut off, electric spark, partner, twin brother, 19th century, twins, killing an animal, illusionist, secret, diary, murder, backstage, magic trick, stage magician, two word title, human duplication, no opening credits, cage, journal, canary, bird, steampunk, doppelganger, london england, surprise ending, in medias res, holding someone's head underwater, england, written by director, writer director producer, title same as book, dual role, marriage, rainstorm, blindness, loss of brother, loss of wife, key, wig, identical twins, faked death, falling from height, flashback, voice over narration, rain, aunt nephew relationship, adultery, anger, death of wife, death of brother, horse and carriage, violence, nikola tesla character, man wears a wig, little girl, little boy, husband wife relationship, cat, gun, gunshot, door key, dead body, fear, court, male police officer, police, reference to thomas edison, year 1899, workhouse, storm, woods, royal albert hall london, loss of loved one, loss, courtroom, girl, blind man, jail, englishman, drinking, stage, stage act, stage show, parallel montage, agent"
The Departed,https://www.imdb.com/title/tt0407887/,"police, mobster, organized crime, undercover, irish american, mafia, irish mafia, mole, gunfight, irish mob, boston massachusetts, scene of the crime, violence, rat, detective, dildo, watching porn, stabbed in the belly, perfect sat score, mob execution, neo noir, sex joke, tough guy, pistol, iris shot, romantic triangle, reference to shakespeare's macbeth, falling in love with one's analyst, italian american, underwear, psychoanalysis, prostitute, extramarital affair, psychiatrist, infidelity, brunette, mob violence, female nudity, vagina, evil man, blonde woman, john lennon quotation, bound and gagged, kiss, kissing while having sex, no title at beginning, female female kiss, good versus evil, villain, hero, dutch angle, accidental murder, murdered in an elevator, man wears eyeglasses, murder of a police officer, voyeur, voyeurism, reference to whitey bulger, case, wife beater, crying man, goatee, cadet, scar, indoor plant, priest, mafioso, religion, superstition, tattooed arm, nick on the face, becoming boyfriend and girlfriend, panic attack, armed, medicine, blue eyed blonde, eyeglasses, scuffle, slamming a door shut, commuter train, felon, laptop computer, notebook computer, sunglasses, flip phone, going steady, wearing sunglasses indoors, argument, wireless signal, toothpick, drinking with a straw, supper, meeting on an elevator, messy hair, spitting blood, lividity, standing on a roof, latex glove, handcuffed man, airplane"
